geneid,BPcum,genesymbol,type,TWAS.Z,TWAS.P
ENSG00000152760.9,66765624,TCTEX1D1,aoi,0.01258,0.98996
ENSG00000198160.14,66956758,MIER1,aoi,-0.15501,0.876815
ENSG00000252433.1,67102712,SNORA31,aoi,-0.34533,0.729846
ENSG00000275678.1,67122781,RP4-547N15.3,aoi,0.64618,0.518165
ENSG00000203963.11,67162010,C1orf141,aoi,-0.79905,0.424264
ENSG00000235200.2,67527480,RP11-393N21.2,aoi,0.03,0.976067
ENSG00000207504.1,67541180,RNU6-1031P,aoi,-0.48799,0.625559
ENSG00000172380.5,67767467,GNG12,aoi,0.03698,0.9705
ENSG00000229133.1,68242765,RPS7P4,aoi,0.08426,0.93285
ENSG00000229359.2,69919820,PIN1P1,aoi,0.33343,0.738813
ENSG00000237919.5,70022602,RP11-181B18.1,aoi,-0.111,0.911616
ENSG00000116761.11,70425535,CTH,aoi,-0.66253,0.507633
ENSG00000278636.1,70431038,Metazoa_SRP,aoi,-0.86056,0.389481
ENSG00000229956.10,71285650,ZRANB2-AS2,aoi,0.64,0.522173
ENSG00000172260.14,71839338,NEGR1,aoi,-1.97324,0.048468
ENSG00000227207.2,72301651,RPL31P12,aoi,0.02223,0.982261
ENSG00000280317.1,72979164,RP11-25L19.1,aoi,3.01461,0.002573
ENSG00000229636.2,73105538,KRT8P21,aoi,2.91906,0.003511
ENSG00000162620.15,74112102,LRRIQ3,aoi,0.09959,0.920667
ENSG00000254685.6,74216150,FPGT,aoi,0.98,0.327086
ENSG00000259030.6,74371109,FPGT-TNNI3K,aoi,1.945,0.051775
ENSG00000116791.13,74719446,CRYZ,aoi,-0.867,0.385942
ENSG00000162623.15,74749916,TYW3,aoi,-0.35971,0.719062
ENSG00000162624.14,75144984,LHX8,aoi,-0.39353,0.693926
ENSG00000178193.5,75717008,RP4-682C21.5,aoi,-0.18617,0.852309
ENSG00000117054.13,75755962,ACADM,aoi,-0.54501,0.585746
ENSG00000225605.2,75975918,RP11-550H2.1,aoi,-0.27001,0.787152
ENSG00000230027.1,76053960,RP11-550H2.2,aoi,-0.67894,0.497177
ENSG00000223905.1,76353915,RP11-335E14.1,aoi,0.35241,0.724528
ENSG00000184005.10,76354660,ST6GALNAC3,aoi,-1.1264,0.259997
ENSG00000272855.1,76637108,RP5-1102E8.3,aoi,-1.29424,0.195583
ENSG00000226415.1,76700164,TPI1P1,aoi,-2.74033,0.006138
ENSG00000276081.1,77060173,MIR7156,aoi,1.717,0.085979
ENSG00000230498.1,77073202,RP4-564M11.2,aoi,-1.51,0.131043
ENSG00000228187.1,77195110,RP11-363H12.1,aoi,-0.58536,0.558309
ENSG00000154027.18,77421010,AK5,aoi,-1.98111,0.047579
ENSG00000180488.14,77829582,FAM73A,aoi,0.70271,0.482237
ENSG00000232015.2,77853624,HSPE1P25,aoi,1.85974,0.062922
ENSG00000235927.4,77885444,NEXN-AS1,aoi,1.22648,0.220017
ENSG00000162616.8,77998570,DNAJB4,aoi,-3.33411,0.000856
ENSG00000273338.1,78004450,RP11-386I14.4,aoi,2.332,0.019701
ENSG00000122420.9,78421817,PTGFR,aoi,3.43965,0.000582
ENSG00000137965.10,78656938,IFI44,aoi,0.17233,0.863177
ENSG00000162618.12,78948242,ADGRL4,aoi,-1.16545,0.243838
ENSG00000232676.1,79521642,ADH5P2,aoi,0.49479,0.620752
ENSG00000236268.5,82980046,LINC01361,aoi,-0.784,0.43304
ENSG00000233008.5,83718400,RP11-475O6.1,aoi,0.16479,0.869113
ENSG00000237076.1,83795873,RP5-836J3.1,aoi,1.40022,0.161448
ENSG00000137941.16,83932090,TTLL7,aoi,0.45385,0.649937
ENSG00000271576.1,84077132,RP11-486G15.2,aoi,-0.93793,0.348281
ENSG00000199959.1,84277390,SNORA2,aoi,0.36558,0.714682
ENSG00000137976.7,84406776,DNASE2B,aoi,-0.44481,0.65646
ENSG00000117133.10,84488525,RPF1,aoi,-1.05323,0.292235
ENSG00000174021.10,84502446,GNG5,aoi,0.62094,0.534641
ENSG00000117151.12,84562044,CTBS,aoi,1.26771,0.204902
ENSG00000162643.12,85066143,WDR63,aoi,1.44177,0.149368
ENSG00000097096.8,85178960,SYDE2,aoi,0.16755,0.866935
ENSG00000162642.13,85254813,C1orf52,aoi,1.25855,0.208194
ENSG00000223653.5,85362420,RP11-131L23.1,aoi,-0.157,0.875245
ENSG00000153904.18,85448422,DDAH1,aoi,-0.444,0.657043
ENSG00000171502.14,85943088,COL24A1,aoi,-0.992,0.321198
ENSG00000278281.1,86357660,MIR7856,aoi,-0.07016,0.94407
ENSG00000122417.15,86371584,ODF2L,aoi,-0.19987,0.841586
ENSG00000016490.15,86484329,CLCA1,aoi,0.395,0.692843
ENSG00000261737.1,86703982,RP4-612B15.3,aoi,0.152,0.879187
ENSG00000183291.15,86888435,SEP15,aoi,-0.52408,0.600225
ENSG00000153936.16,87012324,HS2ST1,aoi,0.72733,0.467024
ENSG00000199318.1,87453307,RNA5SP52,aoi,0.10347,0.917588
ENSG00000239504.3,88477972,RN7SL583P,aoi,0.822,0.411077
ENSG00000230053.2,88498493,RP11-76N22.1,aoi,-0.146,0.883921
ENSG00000207234.1,88816832,RNU6-125P,aoi,-1.20214,0.229311
ENSG00000241975.1,88829261,TCEB1P19,aoi,-0.22573,0.821413
ENSG00000137944.16,88964364,KYAT3,aoi,1.48821,0.136696
ENSG00000117226.11,89014780,GBP3,aoi,-0.49769,0.6187
ENSG00000154451.14,89265878,GBP5,aoi,-1.44367,0.148833
ENSG00000197147.12,89561350,LRRC8B,aoi,1.165,0.244019
ENSG00000171488.14,89701488,LRRC8C,aoi,2.2442,0.024819
ENSG00000231613.1,89789704,RP5-943J3.1,aoi,0.12139,0.90338
ENSG00000225446.2,90853506,RP4-665J23.2,aoi,0.863,0.388137
ENSG00000122482.20,90968786,ZNF644,aoi,-1.34075,0.18
ENSG00000162669.15,91332818,HFM1,aoi,0.54879,0.583147
ENSG00000097046.12,91513329,CDC7,aoi,-1.64,0.101005
ENSG00000122484.8,92350511,RPAP2,aoi,0.1143,0.909003
ENSG00000223787.2,92580649,RP4-593M8.1,aoi,-1.13853,0.254899
ENSG00000067208.14,92650550,EVI5,aoi,-0.10996,0.912444
ENSG00000207523.1,92840786,SNORA66,aoi,1.29138,0.19657
ENSG00000239710.3,92974971,RN7SL692P,aoi,-0.5281,0.597433
ENSG00000251837.1,93027458,Y_RNA,aoi,-1.16102,0.245634
ENSG00000117500.12,93165236,TMED5,aoi,-1.89806,0.057688
ENSG00000122483.17,93229325,CCDC18,aoi,0.272,0.785622
ENSG00000223745.7,93304106,CCDC18-AS1,aoi,-1.61628,0.106034
ENSG00000117505.12,93357694,DR1,aoi,0.09852,0.92152
ENSG00000212601.1,93488393,RNA5SP53,aoi,1.89256,0.058417
ENSG00000224093.5,93598886,RP5-1033H22.2,aoi,-1.15516,0.248027
ENSG00000137936.16,93704468,BCAR3,aoi,-1.69665,0.089763
ENSG00000230439.2,93764184,RP11-488P3.1,aoi,-1.51482,0.129818
ENSG00000211575.3,93846872,MIR760,aoi,0.04711,0.962423
ENSG00000260464.1,93848057,RP4-561L24.3,aoi,-0.60432,0.545629
ENSG00000067334.13,93873101,DNTTIP2,aoi,-0.44396,0.657073
ENSG00000023909.9,93897331,GCLM,aoi,-1.40923,0.158768
ENSG00000235794.1,93924552,MTND3P21,aoi,-0.15559,0.876356
ENSG00000233482.1,94145366,RP11-78O9.1,aoi,-1.65634,0.097653
ENSG00000137962.12,94212028,ARHGAP29,aoi,0.10988,0.912502
ENSG00000226835.2,94291358,RP11-148B18.1,aoi,3.23697,0.001208
ENSG00000232918.2,94406639,RP11-366L18.1,aoi,0.75089,0.452722
ENSG00000223675.1,94588927,RP11-86H7.6,aoi,-0.15268,0.878654
ENSG00000143036.16,94857794,SLC44A3,aoi,0.188,0.850877
ENSG00000117519.15,94912114,CNN3,aoi,1.12906,0.258873
ENSG00000172339.9,95023676,ALG14,aoi,-0.23154,0.816897
ENSG00000271092.5,95182574,TMEM56-RWDD3,aoi,-0.28651,0.774487
ENSG00000122481.16,95240690,RWDD3,aoi,-1.03694,0.299763
ENSG00000232878.3,97209440,DPYD-AS1,aoi,-0.3309,0.740717
ENSG00000232542.1,97407148,DPYD-IT1,aoi,-1.69476,0.090121
ENSG00000162627.16,98711101,SNX7,aoi,1.91155,0.055933
ENSG00000232825.1,99076564,RP5-896L10.1,aoi,0.10938,0.912901
ENSG00000223656.1,99698710,HMGB3P10,aoi,0.831,0.405974
ENSG00000228084.1,99969124,RP5-884G6.2,aoi,-0.9169,0.359196
ENSG00000117620.13,100002714,SLC35A3,aoi,2.01303,0.044111
ENSG00000122477.12,100163362,LRRC39,aoi,-0.39842,0.690318
ENSG00000224616.1,100265065,RTCA-AS1,aoi,-0.76285,0.445554
ENSG00000137996.12,100279488,RTCA,aoi,-0.76265,0.44567
ENSG00000181656.6,100540078,GPR88,aoi,-0.5608,0.574933
ENSG00000213421.4,100587040,RP11-84O12.2,aoi,-1.05782,0.29014
ENSG00000230402.2,100633832,LINC01349,aoi,0.8277,0.407843
ENSG00000162694.13,100884186,EXTL2,aoi,-1.229,0.219072
ENSG00000162695.11,100938915,SLC30A7,aoi,0.15971,0.873111
ENSG00000117543.20,101007856,DPH5,aoi,-0.66316,0.50723
ENSG00000233184.6,101056574,RP11-421L21.3,aoi,-1.317,0.187839
ENSG00000271578.1,101190758,RP5-1033H2.1,aoi,-0.08166,0.934918
ENSG00000252717.1,101859904,RNU6-352P,aoi,1.00171,0.316483
ENSG00000118733.16,101899802,OLFM3,aoi,0.64348,0.519915
ENSG00000233359.1,102294685,RP11-202K23.1,aoi,-0.29148,0.770687
ENSG00000230864.1,102808582,RP5-936J12.1,aoi,-0.34571,0.729563
ENSG00000234257.1,103100424,SOD2P1,aoi,0.00804,0.993587
ENSG00000240038.6,103566675,AMY2B,aoi,-0.15308,0.878337
ENSG00000243480.7,103621296,AMY2A,aoi,-1.01724,0.309037
ENSG00000234441.1,103668170,RP5-1108M17.5,aoi,-0.143,0.88629
ENSG00000198890.7,107057987,PRMT6,aoi,0.252,0.801041
ENSG00000085491.15,108167443,SLC25A24,aoi,-0.3131,0.754205
ENSG00000241361.8,108305398,SLC25A24P1,aoi,-0.487,0.626258
ENSG00000238118.1,108402516,SLC25A24P2,aoi,-0.99099,0.321689
ENSG00000224698.1,108426937,RP11-131J3.1,aoi,0.40062,0.688703
ENSG00000226483.2,108508909,RP5-964H19.2,aoi,0.79111,0.42888
ENSG00000134186.11,108697064,PRPF38B,aoi,2.1051,0.035283
ENSG00000116266.10,108778100,STXBP3,aoi,-1.43309,0.151832
ENSG00000121957.12,108904948,GPSM2,aoi,-0.11427,0.909024
ENSG00000237349.1,108987104,RP5-1065J22.2,aoi,-1.14326,0.252931
ENSG00000085433.15,109006164,WDR47,aoi,0.71178,0.476602
ENSG00000031698.12,109226044,SARS,aoi,0.14457,0.885052
ENSG00000134222.16,109281372,PSRC1,aoi,-0.01654,0.9868
ENSG00000143028.8,109474383,SYPL2,aoi,-0.65821,0.510406
ENSG00000181754.6,109506957,AMIGO1,aoi,-0.30167,0.762905
ENSG00000228703.1,109629362,RP5-1160K1.6,aoi,0.20006,0.841436
ENSG00000168765.15,109665459,GSTM4,aoi,0.81827,0.413202
ENSG00000134184.12,109698427,GSTM1,aoi,0.53094,0.59546
ENSG00000134202.10,109737486,GSTM3,aoi,1.495,0.134914
ENSG00000134201.10,109743842,GSTM5,aoi,2.15529,0.03114
ENSG00000184371.13,109920618,CSF1,aoi,-0.831,0.405974
ENSG00000235526.1,110178182,RP5-1028L10.2,aoi,-1.04101,0.297873
ENSG00000282852.1,110256842,RP5-1003J2.4,aoi,-0.03361,0.973187
ENSG00000200536.1,110272546,SNORA25,aoi,-0.21546,0.829406
ENSG00000224699.8,110395467,LAMTOR5-AS1,aoi,0.695,0.487055
ENSG00000134248.13,110404596,LAMTOR5,aoi,0.815,0.415072
ENSG00000270380.1,110456930,RP11-470L19.5,aoi,-0.82424,0.409806
ENSG00000282887.1,110474462,RP11-470L19.6,aoi,-0.86221,0.388573
ENSG00000259834.1,110655300,RP11-284N8.3,aoi,1.02372,0.30597
ENSG00000121931.15,110955632,LRIF1,aoi,0.976,0.329064
ENSG00000156171.14,111128775,DRAM2,aoi,2.167,0.030235
ENSG00000236040.1,111253485,CHIAP1,aoi,-0.71,0.477704
ENSG00000227179.6,111387340,PGCP1,aoi,-2.38067,0.017281
ENSG00000085465.12,111421046,OVGP1,aoi,1.2751,0.202273
ENSG00000260948.1,111432058,RP11-552M11.8,aoi,0.997,0.318765
ENSG00000116459.10,111455819,ATP5F1,aoi,-1.36238,0.173079
ENSG00000143110.11,111476152,C1orf162,aoi,-2.22918,0.025802
ENSG00000116473.14,111629455,RAP1A,aoi,-1.58568,0.112813
ENSG00000064703.11,111761631,DDX20,aoi,0.61655,0.537529
ENSG00000171385.9,111879909,KCND3,aoi,0.793,0.427778
ENSG00000231437.3,111994306,RP11-88H9.2,aoi,-0.902,0.367057
ENSG00000234388.2,112363432,TXNP3,aoi,-0.89709,0.369673
ENSG00000134245.17,112498354,WNT2B,aoi,0.726,0.467839
ENSG00000224167.1,112863950,RP3-522D1.1,aoi,1.35598,0.175106
ENSG00000228040.1,112890845,RP3-522D1.2,aoi,-2.91873,0.003515
ENSG00000238198.1,113042396,RP11-31F15.2,aoi,1.72698,0.084171
ENSG00000198799.11,113102735,LRIG2,aoi,-1.0572,0.290421
ENSG00000081026.18,113538336,MAGI3,aoi,-1.15,0.250145
ENSG00000232450.1,113699258,RP4-730K3.3,aoi,-0.94833,0.342964
ENSG00000116793.15,113728160,PHTF1,aoi,-1.53452,0.124901
ENSG00000134242.15,113842786,PTPN22,aoi,1.48325,0.138008
ENSG00000118655.4,113909614,DCLRE1B,aoi,-1.02202,0.306773
ENSG00000116774.11,114007482,OLFML3,aoi,0.53914,0.589794
ENSG00000134207.14,114121606,SYT6,aoi,1.526,0.12701
ENSG00000175984.14,114626636,DENND2C,aoi,0.69611,0.486358
ENSG00000213281.4,114710682,NRAS,aoi,-0.49095,0.623465
ENSG00000134198.9,115068756,TSPAN2,aoi,-1.887,0.05916
ENSG00000214204.4,115857365,HNRNPA1P43,aoi,-0.273,0.784853
ENSG00000163393.12,116023276,SLC22A15,aoi,-1.05969,0.289287
ENSG00000235933.1,116165263,RP5-1185H19.2,aoi,-0.537,0.591268
ENSG00000203865.9,116405435,ATP1A1-AS1,aoi,-0.96338,0.335359
ENSG00000211543.2,116671788,MIR320B1,aoi,1.82069,0.068654
ENSG00000225079.2,116775364,FTH1P22,aoi,-0.25488,0.798815
ENSG00000134247.9,116950208,PTGFRN,aoi,1.089,0.276154
ENSG00000252510.1,116962410,RNA5SP55,aoi,0.796,0.426032
ENSG00000134256.12,117019114,CD101,aoi,0.18157,0.855917
ENSG00000116830.11,117083878,TTF2,aoi,0.385,0.700237
ENSG00000228453.1,117138420,RPS15AP9,aoi,-0.53859,0.590168
ENSG00000235202.1,117308428,LINC01525,aoi,1.42929,0.152922
ENSG00000236866.5,117601302,AL157902.3,aoi,-0.33037,0.741122
ENSG00000155761.13,118069542,SPAG17,aoi,0.117,0.90686
ENSG00000239216.1,119001012,RP4-712E4.2,aoi,0.4963,0.619683
ENSG00000116874.11,119085944,WARS2,aoi,0.25676,0.797363
ENSG00000231365.5,119208185,RP11-418J17.1,aoi,0.87065,0.383944
ENSG00000194297.2,119331462,RNU1-75P,aoi,-0.1216,0.903216
ENSG00000235595.1,119462526,GAPDHP23,aoi,-1.141,0.25387
ENSG00000198857.3,119605296,HSD3BP5,aoi,-0.09553,0.923891
ENSG00000143067.4,119633598,ZNF697,aoi,-0.42421,0.671413
ENSG00000092621.11,119702007,PHGDH,aoi,-0.256,0.797951
ENSG00000274642.1,120258383,CH17-472G23.1,aoi,0.18748,0.851284
ENSG00000270231.3,120452046,NBPF8,aoi,0.47559,0.634365
ENSG00000226067.6,120961284,LINC00623,aoi,1.487,0.137015
ENSG00000273516.1,121008435,U1,aoi,-0.69475,0.487211
ENSG00000198019.12,121091828,FCGR1B,aoi,-0.684,0.493975
ENSG00000223345.3,121112734,HIST2H2BA,aoi,0.5928,0.553314
ENSG00000171943.11,121288816,SRGAP2C,aoi,-0.27074,0.786592
ENSG00000272583.1,121518598,RP11-344P13.6,aoi,-0.65305,0.513727
ENSG00000272419.5,145190079,RP11-403I13.8,aoi,0.9976,0.318474
ENSG00000256374.2,145241878,PPIAL4D,aoi,-0.01876,0.985032
ENSG00000117281.15,145729380,CD160,aoi,0.12341,0.901781
ENSG00000265491.4,145781473,RNF115,aoi,-0.0454,0.963786
ENSG00000186364.11,145847292,NUDT17,aoi,0.7921,0.428302
ENSG00000278549.1,145850616,MIR6736,aoi,-1.3579,0.174496
ENSG00000198483.12,145876214,ANKRD35,aoi,0.197,0.843828
ENSG00000233396.7,146057258,RP11-458D21.1,aoi,-1.74929,0.080241
ENSG00000264343.5,146187615,NOTCH2NL,aoi,-0.592,0.553851
ENSG00000244371.2,146957388,PFN1P8,aoi,-0.57571,0.564811
ENSG00000227242.4,147038125,NBPF13P,aoi,0.98486,0.324692
ENSG00000283342.1,147111884,NBPF13P,aoi,0.38708,0.6987
ENSG00000131791.7,147163828,PRKAB2,aoi,-2.1521,0.03139
ENSG00000237188.3,147192170,RP11-337C18.8,aoi,-0.41846,0.675614
ENSG00000131781.12,147209201,FMO5,aoi,-1.678,0.093347
ENSG00000236806.1,147223952,RPL7AP15,aoi,1.02124,0.307141
ENSG00000131778.17,147269204,CHD1L,aoi,-1.62657,0.103828
ENSG00000162836.11,147650074,ACP6,aoi,-1.273,0.203018
ENSG00000227700.1,148246428,RP11-301M17.1,aoi,-0.59008,0.555136
ENSG00000231196.4,148294080,RP11-495P10.7,aoi,-0.10553,0.915957
ENSG00000224481.1,148336818,RP11-495P10.3,aoi,1.49554,0.134773
ENSG00000272824.1,148358466,RP6-74O6.6,aoi,1.39613,0.162676
ENSG00000207340.1,148362452,RNVU1-1,aoi,1.74244,0.081432
ENSG00000278596.1,148388323,MIR6077,aoi,-1.3317,0.182957
ENSG00000274020.1,148411573,LINC01138,aoi,1.41532,0.156976
ENSG00000231551.7,148417531,RP11-495P10.1,aoi,-0.193,0.846959
ENSG00000270629.5,148605568,NBPF14,aoi,-0.24122,0.809383
ENSG00000177144.6,148749226,NUDT4P1,aoi,-0.53749,0.590927
ENSG00000271383.6,149473492,NBPF19,aoi,0.99599,0.319257
ENSG00000226500.2,149754506,RP11-196G18.1,aoi,-0.65164,0.514631
ENSG00000183598.3,149813476,HIST2H3D,aoi,0.72195,0.470327
ENSG00000159164.9,149910600,SV2A,aoi,-0.66923,0.503347
ENSG00000222222.1,150237062,RNU2-17P,aoi,1.88431,0.059523
ENSG00000118292.8,150274558,C1orf54,aoi,0.39801,0.690624
ENSG00000266472.5,150301350,MRPS21,aoi,-0.85629,0.391839
ENSG00000278939.1,150303031,AC242988.1,aoi,-1.75069,0.08
ENSG00000117360.12,150337336,PRPF3,aoi,-1.755,0.079259
ENSG00000163125.15,150419829,RPRD2,aoi,-1.35568,0.175201
ENSG00000228126.1,150516895,FALEC,aoi,2.20723,0.027298
ENSG00000203804.4,150567378,ADAMTSL4-AS1,aoi,2.05989,0.039409
ENSG00000143384.12,150577145,MCL1,aoi,0.91855,0.358329
ENSG00000143457.10,150671685,GOLPH3L,aoi,-2.38671,0.017
ENSG00000143452.15,150709474,HORMAD1,aoi,2.329,0.019859
ENSG00000236713.1,150780458,RP11-363I22.3,aoi,1.02499,0.305367
ENSG00000143387.12,150802266,CTSK,aoi,2.41758,0.015624
ENSG00000200175.1,150812645,RNU6-1309P,aoi,1.98946,0.046651
ENSG00000143437.20,150843237,ARNT,aoi,0.66702,0.504762
ENSG00000231073.1,150974329,RP11-316M1.3,aoi,2.23244,0.025586
ENSG00000143443.9,151049864,C1orf56,aoi,-0.026,0.979257
ENSG00000159352.15,151261092,PSMD4,aoi,-1.53702,0.124288
ENSG00000143393.16,151309756,PI4KB,aoi,-0.40827,0.683076
ENSG00000224645.1,151341308,RP11-126K1.8,aoi,0.2255,0.821591
ENSG00000143375.14,151524602,CGN,aoi,-0.51138,0.609086
ENSG00000207606.1,151545844,MIR554,aoi,0.506,0.612857
ENSG00000143367.15,151561944,TUFT1,aoi,0.22348,0.823159
ENSG00000178796.12,151720120,RIIAD1,aoi,0.281,0.77871
ENSG00000269621.1,151757726,RP11-98D18.15,aoi,-0.32893,0.742206
ENSG00000268288.1,151766744,RP11-98D18.16,aoi,0.50011,0.616996
ENSG00000182134.15,151780762,TDRKH,aoi,0.79413,0.427121
ENSG00000203288.3,151792604,RP11-98D18.9,aoi,0.089,0.929082
ENSG00000269489.1,151798328,RP11-98D18.17,aoi,0.3618,0.7175
ENSG00000143365.16,151818972,RORC,aoi,0.842,0.399788
ENSG00000159445.12,151891696,THEM4,aoi,-0.6038,0.545977
ENSG00000197747.8,151988653,S100A10,aoi,0.19013,0.849211
ENSG00000229021.2,152018653,AL591893.1,aoi,0.69008,0.490143
ENSG00000226716.1,152123800,AL589986.2,aoi,-1.17068,0.241727
ENSG00000236427.1,152206458,RP11-107M16.2,aoi,-0.76,0.447255
ENSG00000237975.6,152306791,FLG-AS1,aoi,-3.06896,0.002148
ENSG00000185962.1,152622969,LCE3A,aoi,0.28785,0.773464
ENSG00000159455.8,152686762,LCE2B,aoi,-0.26507,0.790957
ENSG00000203786.6,152760807,KPRP,aoi,-0.338,0.735363
ENSG00000186226.8,152787320,LCE1E,aoi,-0.62192,0.533997
ENSG00000163206.5,152881682,SMCP,aoi,0.7498,0.453376
ENSG00000241794.1,153056826,SPRR2A,aoi,-0.71607,0.473948
ENSG00000203784.2,153204282,LELP1,aoi,-0.80838,0.418872
ENSG00000197956.9,153535422,S100A6,aoi,0.81793,0.413399
ENSG00000196754.10,153564500,S100A2,aoi,-1.843,0.065329
ENSG00000188643.10,153610016,S100A16,aoi,0.44672,0.655075
ENSG00000189334.8,153615621,S100A14,aoi,-0.80856,0.418769
ENSG00000189171.14,153625074,S100A13,aoi,-1.58026,0.114047
ENSG00000235015.1,153717826,GEMIN2P1,aoi,0.96425,0.334922
ENSG00000223599.1,153852760,RP11-216N14.7,aoi,1.227,0.219823
ENSG00000143545.8,153983988,RAB13,aoi,0.16318,0.87038
ENSG00000177954.11,153991455,RPS27,aoi,-1.64278,0.100428
ENSG00000143569.18,154245845,UBAP2L,aoi,-0.57367,0.566191
ENSG00000222457.1,154297700,RNU6-121P,aoi,1.27323,0.202937
ENSG00000169291.9,154485943,SHE,aoi,-0.47913,0.631846
ENSG00000229780.1,154554314,UBE2Q1-AS1,aoi,0.95827,0.337924
ENSG00000160716.5,154573904,CHRNB2,aoi,-0.80457,0.421068
ENSG00000143603.18,154783868,KCNN3,aoi,0.83362,0.404495
ENSG00000163344.5,154930863,PMVK,aoi,-0.6699,0.502924
ENSG00000270361.1,154937715,RP11-307C12.13,aoi,0.32028,0.748755
ENSG00000268154.2,154950352,Metazoa_SRP,aoi,0.98,0.327086
ENSG00000163352.5,154993951,LENEP,aoi,1.49173,0.135771
ENSG00000232093.1,155045655,RP11-307C12.11,aoi,-0.82042,0.411978
ENSG00000143537.13,155056671,ADAM15,aoi,0.16105,0.872058
ENSG00000143590.13,155083206,EFNA3,aoi,-0.58192,0.560618
ENSG00000169241.17,155137101,SLC50A1,aoi,0.41372,0.679081
ENSG00000169231.13,155202320,THBS3,aoi,0.10005,0.920305
ENSG00000116521.10,155259205,SCAMP3,aoi,-0.78737,0.431068
ENSG00000160752.14,155314708,FDPS,aoi,-0.59462,0.552095
ENSG00000207144.1,155419449,RNU6-1297P,aoi,-0.39102,0.695783
ENSG00000237872.4,155433720,POU5F1P4,aoi,-0.13096,0.89581
ENSG00000225082.2,155594421,DAP3P1,aoi,-0.72769,0.466804
ENSG00000246203.2,155637486,RP11-29H23.5,aoi,0.67888,0.497213
ENSG00000163374.19,155674222,YY1AP1,aoi,0.57,0.568678
ENSG00000132676.15,155713486,DAP3,aoi,-0.66752,0.504443
ENSG00000116580.18,155804532,GON4L,aoi,-0.02,0.984043
ENSG00000283442.1,155894334,U4,aoi,-1.12356,0.261201
ENSG00000143622.10,155904606,RIT1,aoi,-0.81284,0.416309
ENSG00000173080.5,155942330,RXFP4,aoi,-2.04601,0.040755
ENSG00000163479.13,156015004,SSR2,aoi,0.29753,0.766059
ENSG00000160803.7,156044548,UBQLN4,aoi,-0.17208,0.863375
ENSG00000196189.12,156162560,SEMA4A,aoi,1.26546,0.205707
ENSG00000198952.8,156266025,SMG5,aoi,-1.17599,0.239597
ENSG00000189030.9,156298962,VHLL,aoi,2.09952,0.035771
ENSG00000163467.11,156342155,TSACC,aoi,0.47596,0.634101
ENSG00000260460.1,156510768,RP11-284F21.8,aoi,0.09595,0.923558
ENSG00000187862.11,156583249,TTC24,aoi,1.148,0.250969
ENSG00000160818.16,156597992,GPATCH4,aoi,-0.45,0.652713
ENSG00000280316.1,156598292,AL365181.1,aoi,-0.25788,0.796496
ENSG00000132692.18,156650462,BCAN,aoi,0.009,0.992819
ENSG00000223356.1,156712694,RP11-66D17.5,aoi,1.19613,0.231648
ENSG00000271736.1,157281892,RP11-85G21.3,aoi,0.12368,0.901572
ENSG00000158473.6,158182422,CD1D,aoi,-1.67007,0.094905
ENSG00000230942.1,158267037,HMGN1P5,aoi,0.29378,0.768927
ENSG00000158481.12,158291708,CD1C,aoi,-2.64126,0.00826
ENSG00000163565.18,159027562,IFI16,aoi,0.286,0.774878
ENSG00000233473.2,159081464,RAD1P2,aoi,-1.63314,0.102441
ENSG00000163568.14,159104790,AIM2,aoi,2.13029,0.033147
ENSG00000248642.1,159279522,OR10J2P,aoi,-2.32982,0.019816
ENSG00000196266.4,159314165,OR10J3,aoi,-2.08851,0.036752
ENSG00000188004.9,159844911,C1orf204,aoi,0.52302,0.600959
ENSG00000279430.1,159910324,RP11-190A12.9,aoi,-1.24577,0.212847
ENSG00000162728.4,160086067,KCNJ9,aoi,-0.178,0.858723
ENSG00000132681.16,160169274,ATP1A4,aoi,-1.4294,0.152888
ENSG00000143318.12,160196222,CASQ1,aoi,-0.61307,0.53983
ENSG00000235082.2,160317555,SUMO1P3,aoi,0.41408,0.678816
ENSG00000274562.1,160778558,RP11-404F10.5,aoi,0.379,0.704688
ENSG00000122223.12,160846508,CD244,aoi,0.77636,0.437538
ENSG00000179914.4,160880855,ITLN1,aoi,1.21369,0.224866
ENSG00000232188.1,160933060,RP11-312J18.6,aoi,-1.62985,0.103133
ENSG00000158769.17,161008280,F11R,aoi,0.98294,0.325636
ENSG00000270149.5,161018460,RP11-544M22.13,aoi,1.1364,0.255788
ENSG00000215845.10,161038311,TSTD1,aoi,0.402,0.687684
ENSG00000158773.14,161042614,USF1,aoi,-0.997,0.318765
ENSG00000158796.16,161126832,DEDD,aoi,-0.21635,0.828719
ENSG00000143224.17,161172212,PPOX,aoi,0.45915,0.646125
ENSG00000158859.9,161191682,ADAMTS4,aoi,-1.02851,0.30371
ENSG00000158887.15,161307354,MPZ,aoi,1.44443,0.148618
ENSG00000143252.14,161344799,SDHC,aoi,0.03133,0.975005
ENSG00000188931.3,161366303,CFAP126,aoi,1.134,0.256795
ENSG00000236484.2,161379033,RRM2P2,aoi,-1.39416,0.16327
ENSG00000283696.1,161410917,RP11-122G18.12,aoi,0.0294,0.976543
ENSG00000283317.1,161437220,RP11-122G18.11,aoi,-0.15813,0.874354
ENSG00000244682.7,161593501,FCGR2C,aoi,-2.12825,0.033317
ENSG00000118217.5,161865182,ATF6,aoi,0.25922,0.795465
ENSG00000229808.1,161891515,RP11-456P18.2,aoi,0.95024,0.341992
